Filename,Camera,Model,Detected_Diameter_mm,Status
cam2__YCA__43A23__20260411_175334_840307.jpg,cam2,YCA,12.71,1
cam1__YED__26738__20260411_175425_626371.jpg,cam1,YED,15.18,2
cam2__YED__26738__20260411_175426_081189.jpg,cam2,YED,15.06,2
cam2__YED__57958__20260411_175522_163812.jpg,cam2,YED,15.18,2
cam1__YED__57958__20260411_175521_952716.jpg,cam1,YED,15.18,2
cam2__YCA__5702__20260411_175641_178808.jpg,cam2,YCA,13.18,2
cam1__YCA__5702__20260411_175641_086404.jpg,cam1,YCA,12.94,2
cam2__YED__26739__20260411_175730_411931.jpg,cam2,YED,15.18,2
cam1__YED__26739__20260411_175730_299748.jpg,cam1,YED,15.06,2
cam1__YED__57959__20260411_175824_680309.jpg,cam1,YED,15.18,2
cam2__YED__57959__20260411_175824_711711.jpg,cam2,YED,15.18,2
cam2__YCA__45128__20260411_175918_150773.jpg,cam2,YCA,13.18,2
cam2__YED__26740__20260411_180007_351041.jpg,cam2,YED,15.18,2
cam2__YCA__45129__20260411_180109_935548.jpg,cam2,YCA,12.71,1
cam1__YCA__45128__20260411_175917_978348.jpg,cam1,YCA,N/A,0
cam2__YED__26741__20260411_180204_923871.jpg,cam2,YED,15.18,2
cam1__YED__26741__20260411_180205_435613.jpg,cam1,YED,15.18,2
cam2__YED__57960__20260411_180304_169408.jpg,cam2,YED,15.06,2
cam1__YED__57960__20260411_180304_116526.jpg,cam1,YED,15.18,2
cam1__YED__26742__20260411_180357_296548.jpg,cam1,YED,15.18,2
cam2__YED__26742__20260411_180357_362186.jpg,cam2,YED,14.71,1
cam1__YCA__45130__20260411_180503_464623.jpg,cam1,YCA,13.18,2
cam2__YCA__45130__20260411_180503_627533.jpg,cam2,YCA,12.71,1
cam2__YED__26743__20260411_180554_716010.jpg,cam2,YED,15.18,2
cam1__YED__26743__20260411_180554_667711.jpg,cam1,YED,15.06,2
cam2__YCA__45131__20260411_180650_429056.jpg,cam2,YCA,13.18,2
cam2__YED__26744__20260411_180739_347561.jpg,cam2,YED,15.18,2
cam2__YCA__45132__20260411_180842_250929.jpg,cam2,YCA,12.71,1
cam1__YCA__45131__20260411_180650_384565.jpg,cam1,YCA,N/A,0
cam2__YED__26745__20260411_180932_043777.jpg,cam2,YED,14.94,2
cam1__YED__26745__20260411_180932_462367.jpg,cam1,YED,15.18,2
cam2__YED__57961__20260411_181027_951654.jpg,cam2,YED,15.06,2
cam1__YED__57961__20260411_181027_887703.jpg,cam1,YED,15.18,2
cam2__YED__26746__20260411_181118_849572.jpg,cam2,YED,15.18,2
cam1__YED__26746__20260411_181119_265237.jpg,cam1,YED,15.06,2
cam2__YCA__45133__20260411_181210_619680.jpg,cam2,YCA,13.18,2
cam1__YCA__45133__20260411_181210_068502.jpg,cam1,YCA,13.06,2
cam2__YED__26747__20260411_181301_345909.jpg,cam2,YED,14.94,2
cam1__YED__26747__20260411_181301_275919.jpg,cam1,YED,15.18,2
cam1__YED__57962__20260411_181355_750182.jpg,cam1,YED,14.94,2
cam2__YED__57962__20260411_181355_859669.jpg,cam2,YED,15.06,2
cam2__YED__26748__20260411_181447_909069.jpg,cam2,YED,15.18,2
cam1__YED__26748__20260411_181447_964495.jpg,cam1,YED,15.18,2
cam1__YCA__45134__20260411_181600_852541.jpg,cam1,YCA,13.06,2
cam2__YCA__45134__20260411_181600_869410.jpg,cam2,YCA,12.94,2
cam2__YED__26749__20260411_181651_999628.jpg,cam2,YED,15.18,2
cam1__YED__26749__20260411_181651_820269.jpg,cam1,YED,15.06,2
cam1__YCA__45135__20260411_181745_372805.jpg,cam1,YCA,13.06,2
cam2__YCA__45135__20260411_181744_868615.jpg,cam2,YCA,12.71,1
cam1__YED__26750__20260411_181837_840892.jpg,cam1,YED,15.18,2
cam2__YED__26750__20260411_181837_867368.jpg,cam2,YED,14.94,2
cam1__YED__57963__20260411_181944_844298.jpg,cam1,YED,14.94,2
cam2__YED__57963__20260411_181944_817454.jpg,cam2,YED,15.18,2
cam2__YED__26751__20260411_182036_885131.jpg,cam2,YED,14.94,2
cam1__YED__26751__20260411_182036_817949.jpg,cam1,YED,14.94,2
cam1__YCA__45136__20260411_182140_073954.jpg,cam1,YCA,13.18,2
cam2__YCA__45136__20260411_182140_783529.jpg,cam2,YCA,12.71,1
cam2__YED__26752__20260411_182230_471997.jpg,cam2,YED,14.71,1
cam1__YED__26752__20260411_182230_411477.jpg,cam1,YED,15.06,2
cam2__YCA__45137__20260411_182325_466483.jpg,cam2,YCA,12.71,1
cam1__YCA__45137__20260411_182325_409143.jpg,cam1,YCA,12.94,2
cam2__YED__26753__20260411_182416_592764.jpg,cam2,YED,15.06,2
cam1__YED__26753__20260411_182416_583530.jpg,cam1,YED,15.06,2
cam2__YCA__45138__20260411_182515_248457.jpg,cam2,YCA,13.06,2
cam1__YCA__45138__20260411_182515_264919.jpg,cam1,YCA,13.06,2
cam2__YED__26754__20260411_182611_043784.jpg,cam2,YED,15.18,2
cam1__YED__26754__20260411_182610_800617.jpg,cam1,YED,15.18,2
cam2__YED__57964__20260411_182709_654506.jpg,cam2,YED,15.18,2
cam1__YED__57964__20260411_182709_573021.jpg,cam1,YED,14.94,2
cam1__YCA__5703__20260411_182802_222514.jpg,cam1,YCA,13.18,2
cam2__YCA__5703__20260411_182802_430038.jpg,cam2,YCA,13.18,2
cam2__YED__57965__20260411_182852_347273.jpg,cam2,YED,15.18,2
cam1__YED__57965__20260411_182852_268689.jpg,cam1,YED,15.18,2
cam2__YED__26755__20260411_182946_698970.jpg,cam2,YED,15.18,2
cam1__YED__26755__20260411_182946_664397.jpg,cam1,YED,15.06,2
cam2__YCA__45139__20260411_183037_915194.jpg,cam2,YCA,12.94,2
cam1__YCA__45139__20260411_183037_874668.jpg,cam1,YCA,13.18,2
cam2__YED__26756__20260411_183135_664218.jpg,cam2,YED,15.18,2
cam1__YED__26756__20260411_183135_570145.jpg,cam1,YED,15.06,2
cam2__YED__57966__20260411_183230_793219.jpg,cam2,YED,15.18,2
cam1__YED__57966__20260411_183230_679678.jpg,cam1,YED,15.06,2
cam2__YED__26757__20260411_183323_768363.jpg,cam2,YED,15.18,2
cam1__YED__26757__20260411_183323_723139.jpg,cam1,YED,15.18,2
cam2__YCA__45140__20260411_183415_060594.jpg,cam2,YCA,12.94,2
cam1__YCA__45140__20260411_183415_497389.jpg,cam1,YCA,13.06,2
cam2__YED__26758__20260411_183543_569431.jpg,cam2,YED,14.94,2
cam1__YED__26758__20260411_183543_547141.jpg,cam1,YED,14.71,1
cam1__YED__57967__20260411_183724_888049.jpg,cam1,YED,15.18,2
cam2__YED__57967__20260411_183725_468143.jpg,cam2,YED,15.18,2
cam2__YCA__5704__20260411_183818_331626.jpg,cam2,YCA,12.71,1
cam1__YCA__5704__20260411_183818_273285.jpg,cam1,YCA,13.06,2
cam2__YED__26759__20260411_183907_290971.jpg,cam2,YED,14.94,2
cam1__YED__26759__20260411_183907_284110.jpg,cam1,YED,15.06,2
cam2__YED__57968__20260411_184002_638280.jpg,cam2,YED,14.94,2
cam1__YED__57968__20260411_184002_607567.jpg,cam1,YED,15.18,2
cam1__YCA__45141__20260411_184056_016717.jpg,cam1,YCA,13.18,2
cam2__YCA__45141__20260411_184056_101230.jpg,cam2,YCA,13.06,2
cam1__YED__26760__20260411_184145_520125.jpg,cam1,YED,15.06,2
cam2__YED__26760__20260411_184145_574736.jpg,cam2,YED,14.94,2
cam2__YCA__45142__20260411_184240_853624.jpg,cam2,YCA,13.06,2
cam1__YCA__45142__20260411_184240_805856.jpg,cam1,YCA,13.06,2
cam2__YED__26761__20260411_184331_895157.jpg,cam2,YED,15.06,2
cam1__YED__26761__20260411_184331_918158.jpg,cam1,YED,15.18,2
cam1__YED__57969__20260411_184426_227528.jpg,cam1,YED,15.18,2
cam2__YED__57969__20260411_184426_305730.jpg,cam2,YED,15.18,2
cam2__YED__26762__20260411_184525_507773.jpg,cam2,YED,15.06,2
cam1__YED__26762__20260411_184525_453827.jpg,cam1,YED,15.18,2
cam1__YCA__45143__20260411_184616_491011.jpg,cam1,YCA,12.94,2
cam2__YCA__45143__20260411_184617_075522.jpg,cam2,YCA,13.06,2
cam2__YED__26763__20260411_184708_219869.jpg,cam2,YED,15.18,2
cam1__YED__26763__20260411_184708_752816.jpg,cam1,YED,15.18,2
cam2__YCA__45144__20260411_184831_201934.jpg,cam2,YCA,13.18,2
cam1__YCA__45144__20260411_184831_148499.jpg,cam1,YCA,13.06,2
cam2__YED__26764__20260411_184920_424839.jpg,cam2,YED,15.18,2
cam1__YED__26764__20260411_184920_354558.jpg,cam1,YED,15.06,2
cam1__YCA__45145__20260411_185036_639556.jpg,cam1,YCA,13.18,2
cam2__YCA__45145__20260411_185036_706453.jpg,cam2,YCA,12.71,1
cam1__YED__26765__20260411_185125_275249.jpg,cam1,YED,14.94,2
cam2__YED__26765__20260411_185125_371685.jpg,cam2,YED,14.94,2
cam2__YED__57970__20260411_185220_354778.jpg,cam2,YED,15.18,2
cam1__YED__57970__20260411_185220_306230.jpg,cam1,YED,15.18,2
cam2__YED__26766__20260411_185313_745018.jpg,cam2,YED,14.94,2
cam1__YED__26766__20260411_185313_693620.jpg,cam1,YED,15.18,2
cam2__YCA__45146__20260411_185414_654144.jpg,cam2,YCA,12.71,1
cam1__YCA__45146__20260411_185414_376379.jpg,cam1,YCA,12.94,2
cam1__YED__26767__20260411_185505_391602.jpg,cam1,YED,15.18,2
cam2__YED__26767__20260411_185505_393576.jpg,cam2,YED,15.18,2
cam2__YED__57971__20260411_185613_553563.jpg,cam2,YED,15.06,2
cam1__YED__57971__20260411_185613_593863.jpg,cam1,YED,15.18,2
cam2__YED__26768__20260411_185706_810682.jpg,cam2,YED,14.94,2
cam1__YED__26768__20260411_185706_789368.jpg,cam1,YED,15.06,2
cam1__YCA__45147__20260411_185812_055854.jpg,cam1,YCA,13.18,2
cam2__YCA__45147__20260411_185812_114615.jpg,cam2,YCA,13.18,2
cam2__YED__26769__20260411_190001_042422.jpg,cam2,YED,15.18,2
cam1__YED__26769__20260411_190001_022271.jpg,cam1,YED,15.06,2
cam2__YCA__45148__20260411_190053_876632.jpg,cam2,YCA,12.71,1
cam1__YCA__45148__20260411_190053_849289.jpg,cam1,YCA,13.18,2
cam2__YED__26770__20260411_190144_267441.jpg,cam2,YED,15.06,2
cam1__YED__26770__20260411_190144_147805.jpg,cam1,YED,15.18,2
cam2__YED__57972__20260411_190256_311644.jpg,cam2,YED,15.18,2
cam1__YED__57972__20260411_190256_293878.jpg,cam1,YED,15.18,2
cam1__YED__26771__20260411_190349_689869.jpg,cam1,YED,15.18,2
cam2__YED__26771__20260411_190349_745035.jpg,cam2,YED,15.06,2
cam2__YCA__45149__20260411_190452_276830.jpg,cam2,YCA,13.18,2
cam1__YCA__45149__20260411_190452_255651.jpg,cam1,YCA,13.06,2
cam1__YED__26772__20260411_190543_056522.jpg,cam1,YED,15.18,2
cam2__YED__26772__20260411_190543_098614.jpg,cam2,YED,15.18,2
cam2__YCA__45150__20260411_190636_813543.jpg,cam2,YCA,12.71,1
cam1__YCA__45150__20260411_190636_758895.jpg,cam1,YCA,12.71,1
cam1__YED__26773__20260411_190728_176437.jpg,cam1,YED,15.18,2
cam2__YED__26773__20260411_190728_211748.jpg,cam2,YED,14.94,2
cam2__YCA__45151__20260411_190821_085295.jpg,cam2,YCA,13.06,2
cam1__YCA__45151__20260411_190821_108221.jpg,cam1,YCA,13.18,2
cam2__YED__26774__20260411_190912_415604.jpg,cam2,YED,15.18,2
cam1__YED__26774__20260411_190912_373808.jpg,cam1,YED,14.94,2
cam2__YED__57973__20260411_191008_172417.jpg,cam2,YED,15.18,2
cam1__YED__57973__20260411_191008_111547.jpg,cam1,YED,15.18,2
cam2__YCA__5705__20260411_191101_595182.jpg,cam2,YCA,13.06,2
cam2__YED__57974__20260411_191150_548875.jpg,cam2,YED,15.18,2
cam2__YED__26775__20260411_191245_660394.jpg,cam2,YED,15.06,2
cam1__YCA__5705__20260411_191101_322729.jpg,cam1,YCA,N/A,0
cam2__YCA__45152__20260411_191337_562856.jpg,cam2,YCA,12.71,1
cam2__YED__26776__20260411_191429_433966.jpg,cam2,YED,15.18,2
cam1__YED__26776__20260411_191429_466306.jpg,cam1,YED,15.18,2
cam2__YED__57975__20260411_191523_051465.jpg,cam2,YED,14.94,2
cam1__YED__57975__20260411_191523_010586.jpg,cam1,YED,15.18,2
cam2__YED__26777__20260411_191616_231375.jpg,cam2,YED,15.18,2
cam1__YED__26777__20260411_191616_155702.jpg,cam1,YED,14.94,2
cam2__YCA__45153__20260411_191707_685902.jpg,cam2,YCA,12.71,1
cam1__YCA__45153__20260411_191707_574917.jpg,cam1,YCA,13.18,2
cam2__YED__26778__20260411_191758_650585.jpg,cam2,YED,15.18,2
cam1__YED__26778__20260411_191758_629422.jpg,cam1,YED,15.18,2
cam2__YED__57976__20260411_191907_892607.jpg,cam2,YED,15.06,2
cam1__YED__57976__20260411_191907_846559.jpg,cam1,YED,15.18,2
cam2__YCA__5706__20260411_192001_313292.jpg,cam2,YCA,12.94,2
cam1__YCA__5706__20260411_192001_273174.jpg,cam1,YCA,13.18,2
cam1__YED__26779__20260411_192051_826594.jpg,cam1,YED,15.06,2
cam2__YED__26779__20260411_192051_911211.jpg,cam2,YED,15.18,2
cam2__YED__57977__20260411_192146_141282.jpg,cam2,YED,15.18,2
cam1__YED__57977__20260411_192145_669273.jpg,cam1,YED,15.18,2
cam1__YCA__45154__20260411_192240_309536.jpg,cam1,YCA,13.18,2
cam2__YCA__45154__20260411_192240_530036.jpg,cam2,YCA,12.71,1
cam2__YED__26780__20260411_192332_244204.jpg,cam2,YED,15.18,2
cam1__YED__26780__20260411_192332_262908.jpg,cam1,YED,15.06,2
cam2__YCA__45155__20260411_192430_748922.jpg,cam2,YCA,12.71,1
cam1__YCA__45155__20260411_192430_696319.jpg,cam1,YCA,13.18,2
cam1__YED__26781__20260411_192522_055248.jpg,cam1,YED,15.18,2
cam2__YED__26781__20260411_192522_117533.jpg,cam2,YED,14.94,2
cam2__YED__57978__20260411_192619_485549.jpg,cam2,YED,14.94,2
cam1__YED__57978__20260411_192619_418228.jpg,cam1,YED,15.06,2
cam1__YED__26782__20260411_192711_991015.jpg,cam1,YED,15.18,2
cam2__YED__26782__20260411_192712_037561.jpg,cam2,YED,15.18,2
cam2__YCA__45156__20260411_192812_858364.jpg,cam2,YCA,13.18,2
cam1__YCA__45156__20260411_192812_822083.jpg,cam1,YCA,13.06,2
cam1__YED__26783__20260411_192914_026355.jpg,cam1,YED,15.18,2
cam2__YED__26783__20260411_192914_104425.jpg,cam2,YED,14.94,2
cam2__YCA__45157__20260411_193007_287755.jpg,cam2,YCA,12.71,1
cam1__YCA__45157__20260411_193007_198088.jpg,cam1,YCA,12.71,1
cam1__YED__26784__20260411_200041_851184.jpg,cam1,YED,15.18,2
cam2__YED__26784__20260411_200041_906582.jpg,cam2,YED,15.18,2
cam2__YCA__45158__20260411_200208_131305.jpg,cam2,YCA,13.18,2
cam1__YCA__45158__20260411_200208_018019.jpg,cam1,YCA,13.06,2
cam1__YED__26785__20260411_200329_936151.jpg,cam1,YED,15.18,2
cam2__YED__26785__20260411_200330_031742.jpg,cam2,YED,14.94,2
cam1__YED__57979__20260411_200424_164601.jpg,cam1,YED,14.94,2
cam2__YED__57979__20260411_200424_118477.jpg,cam2,YED,14.94,2
cam1__YED__26786__20260411_200515_160229.jpg,cam1,YED,15.18,2
cam2__YED__26786__20260411_200515_225321.jpg,cam2,YED,15.06,2
cam1__YCA__45159__20260411_200606_540988.jpg,cam1,YCA,13.18,2
cam2__YCA__45159__20260411_200606_788922.jpg,cam2,YCA,13.18,2
cam1__YED__26787__20260411_200657_755459.jpg,cam1,YED,15.18,2
cam2__YED__26787__20260411_200657_932617.jpg,cam2,YED,14.94,2
cam1__YED__57980__20260411_200800_117785.jpg,cam1,YED,15.06,2
cam2__YED__57980__20260411_200800_282485.jpg,cam2,YED,15.06,2
cam2__YED__26788__20260411_200853_772326.jpg,cam2,YED,15.18,2
cam1__YED__26788__20260411_200853_691294.jpg,cam1,YED,15.18,2
cam1__YCA__45160__20260411_200955_900312.jpg,cam1,YCA,13.06,2
cam2__YCA__45160__20260411_200955_964680.jpg,cam2,YCA,13.18,2
cam1__YED__26789__20260411_201047_035459.jpg,cam1,YED,15.18,2
cam2__YED__26789__20260411_201047_225492.jpg,cam2,YED,15.18,2
cam1__YCA__45161__20260411_201140_489745.jpg,cam1,YCA,13.18,2
cam2__YCA__45161__20260411_201140_639788.jpg,cam2,YCA,12.94,2
cam1__YED__26790__20260411_201231_726740.jpg,cam1,YED,14.94,2
cam2__YED__26790__20260411_201231_253608.jpg,cam2,YED,14.94,2
cam1__YED__57981__20260411_201334_755396.jpg,cam1,YED,15.18,2
cam2__YED__57981__20260411_201334_778171.jpg,cam2,YED,15.06,2
cam2__YED__26791__20260411_201444_085466.jpg,cam2,YED,15.18,2
cam1__YED__26791__20260411_201444_010030.jpg,cam1,YED,15.18,2
cam2__YCA__45162__20260411_201544_336627.jpg,cam2,YCA,13.18,2
cam1__YCA__45162__20260411_201544_319372.jpg,cam1,YCA,13.18,2
cam1__YED__26792__20260411_201636_246613.jpg,cam1,YED,15.18,2
cam2__YED__26792__20260411_201635_980498.jpg,cam2,YED,15.06,2
cam2__YCA__45163__20260411_201729_300431.jpg,cam2,YCA,13.18,2
cam1__YCA__45163__20260411_201729_185976.jpg,cam1,YCA,12.94,2
cam2__YED__26793__20260411_201821_090460.jpg,cam2,YED,14.94,2
cam1__YED__26793__20260411_201820_955527.jpg,cam1,YED,15.18,2
cam1__YCA__45164__20260411_201913_590725.jpg,cam1,YCA,13.18,2
cam2__YCA__45164__20260411_201913_629593.jpg,cam2,YCA,12.71,1
cam2__YED__26794__20260411_202005_186344.jpg,cam2,YED,15.18,2
cam1__YED__26794__20260411_202005_285955.jpg,cam1,YED,15.18,2
cam2__YED__57982__20260411_202100_388508.jpg,cam2,YED,15.18,2
cam1__YED__57982__20260411_202100_322419.jpg,cam1,YED,15.18,2
cam2__YCA__5707__20260411_202152_727024.jpg,cam2,YCA,12.71,1
cam1__YCA__5707__20260411_202152_704569.jpg,cam1,YCA,13.18,2
cam2__YED__57983__20260411_202247_834097.jpg,cam2,YED,15.18,2
cam1__YED__57983__20260411_202247_739673.jpg,cam1,YED,15.06,2
cam1__YED__26795__20260411_202343_309977.jpg,cam1,YED,15.18,2
cam2__YED__26795__20260411_202343_370584.jpg,cam2,YED,15.18,2
cam1__YCA__45165__20260411_202440_695981.jpg,cam1,YCA,13.18,2
cam2__YCA__45165__20260411_202440_795104.jpg,cam2,YCA,12.71,1
cam2__YED__26796__20260411_202532_175673.jpg,cam2,YED,15.18,2
cam1__YED__26796__20260411_202532_012101.jpg,cam1,YED,15.06,2
cam2__YED__57984__20260411_202637_593745.jpg,cam2,YED,14.94,2
cam1__YED__57984__20260411_202636_983623.jpg,cam1,YED,15.06,2
cam1__YED__26797__20260411_202730_349934.jpg,cam1,YED,14.94,2
cam2__YED__26797__20260411_202730_419310.jpg,cam2,YED,14.94,2
cam2__YCA__45166__20260411_202828_677126.jpg,cam2,YCA,13.18,2
cam1__YCA__45166__20260411_202828_683317.jpg,cam1,YCA,13.18,2
cam2__YED__26798__20260411_202919_908148.jpg,cam2,YED,15.06,2
cam1__YED__26798__20260411_202919_836689.jpg,cam1,YED,15.18,2
cam2__YED__57985__20260411_203021_017163.jpg,cam2,YED,15.18,2
cam1__YED__57985__20260411_203020_450651.jpg,cam1,YED,15.06,2
cam1__YCA__5708__20260411_203113_054890.jpg,cam1,YCA,13.18,2
cam2__YCA__5708__20260411_203113_110932.jpg,cam2,YCA,12.94,2
cam2__YED__26799__20260411_203213_814580.jpg,cam2,YED,15.18,2
cam1__YED__26799__20260411_203213_735025.jpg,cam1,YED,15.18,2
cam2__YED__57986__20260411_203308_291521.jpg,cam2,YED,15.06,2
cam1__YED__57986__20260411_203308_737127.jpg,cam1,YED,15.18,2
cam1__YCA__45167__20260411_203400_760203.jpg,cam1,YCA,12.71,1
cam2__YCA__45167__20260411_203400_901319.jpg,cam2,YCA,13.18,2
cam1__YED__26800__20260411_203449_845841.jpg,cam1,YED,15.18,2
cam2__YED__26800__20260411_203449_903757.jpg,cam2,YED,15.06,2
cam2__YCA__45168__20260411_203545_809573.jpg,cam2,YCA,13.06,2
cam2__YED__26801__20260411_203635_994250.jpg,cam2,YED,15.18,2
cam2__YED__57987__20260411_203729_805237.jpg,cam2,YED,15.18,2
cam1__YCA__45168__20260411_203545_771139.jpg,cam1,YCA,N/A,0
cam2__YED__26802__20260411_203822_946267.jpg,cam2,YED,14.94,2
cam1__YED__26802__20260411_203823_007489.jpg,cam1,YED,15.18,2
cam2__YCA__45169__20260411_203916_208637.jpg,cam2,YCA,13.18,2
cam1__YCA__45169__20260411_203916_129602.jpg,cam1,YCA,13.18,2
cam1__YED__26803__20260411_204007_503378.jpg,cam1,YED,15.18,2
cam2__YED__26803__20260411_204007_575783.jpg,cam2,YED,15.18,2
cam2__YCA__45170__20260411_204100_609536.jpg,cam2,YCA,13.18,2
cam1__YCA__45170__20260411_204100_503145.jpg,cam1,YCA,13.06,2
cam1__YED__26804__20260411_204152_154217.jpg,cam1,YED,14.94,2
cam2__YED__26804__20260411_204152_195612.jpg,cam2,YED,14.94,2
cam2__YCA__45171__20260411_204247_405331.jpg,cam2,YCA,13.18,2
cam1__YCA__45171__20260411_204247_206065.jpg,cam1,YCA,13.18,2
cam1__YED__26805__20260411_204337_964432.jpg,cam1,YED,15.18,2
cam2__YED__26805__20260411_204337_934509.jpg,cam2,YED,14.94,2
cam1__YED__57988__20260411_204432_886897.jpg,cam1,YED,15.06,2
cam2__YED__57988__20260411_204432_939349.jpg,cam2,YED,15.18,2
cam1__YED__26806__20260411_204526_145727.jpg,cam1,YED,15.18,2
cam2__YED__26806__20260411_204525_647896.jpg,cam2,YED,15.18,2
cam2__YCA__45172__20260411_204617_600762.jpg,cam2,YCA,12.94,2
cam1__YCA__45172__20260411_204617_571278.jpg,cam1,YCA,12.94,2
cam1__YED__26807__20260411_204708_488676.jpg,cam1,YED,15.18,2
cam2__YED__26807__20260411_204708_945863.jpg,cam2,YED,15.06,2
cam2__YED__57989__20260411_204802_925948.jpg,cam2,YED,15.18,2
cam1__YED__57989__20260411_204803_344158.jpg,cam1,YED,15.18,2
cam1__YED__26808__20260411_204855_332173.jpg,cam1,YED,15.18,2
cam2__YED__26808__20260411_204855_315590.jpg,cam2,YED,15.06,2
cam1__YCA__45173__20260411_204948_439909.jpg,cam1,YCA,13.06,2
cam2__YCA__45173__20260411_204948_426608.jpg,cam2,YCA,12.71,1
cam2__YED__26809__20260411_205039_900130.jpg,cam2,YED,15.18,2
cam1__YED__26809__20260411_205039_874114.jpg,cam1,YED,15.18,2
cam2__YCA__45174__20260411_205134_812352.jpg,cam2,YCA,12.71,1
cam1__YCA__45174__20260411_205134_872056.jpg,cam1,YCA,13.18,2
cam2__YED__26810__20260411_205226_881249.jpg,cam2,YED,15.06,2
cam1__YED__26810__20260411_205226_714868.jpg,cam1,YED,15.18,2
cam2__YED__57990__20260411_205319_665091.jpg,cam2,YED,15.18,2
cam1__YED__57990__20260411_205319_671085.jpg,cam1,YED,15.18,2
cam2__YED__26811__20260411_205413_480737.jpg,cam2,YED,15.18,2
cam1__YED__26811__20260411_205413_396871.jpg,cam1,YED,15.18,2
cam2__YCA__45175__20260411_205503_883526.jpg,cam2,YCA,13.18,2
cam1__YCA__45175__20260411_205503_869061.jpg,cam1,YCA,N/A,0
cam2__YED__26812__20260411_210028_981945.jpg,cam2,YED,15.06,2
cam1__YED__26812__20260411_210028_904964.jpg,cam1,YED,15.06,2
cam2__YCA__45176__20260411_210123_097883.jpg,cam2,YCA,12.94,2
cam1__YCA__45176__20260411_210122_967388.jpg,cam1,YCA,13.18,2
cam1__YED__26813__20260411_210212_390241.jpg,cam1,YED,15.18,2
cam2__YED__26813__20260411_210211_952983.jpg,cam2,YED,15.06,2
cam1__YCA__45177__20260411_210307_039731.jpg,cam1,YCA,13.18,2
cam2__YCA__45177__20260411_210306_591819.jpg,cam2,YCA,12.94,2
cam2__YED__26814__20260411_210357_240262.jpg,cam2,YED,15.18,2
cam1__YED__26814__20260411_210357_157660.jpg,cam1,YED,15.18,2
cam1__YED__57991__20260411_210450_680938.jpg,cam1,YED,15.18,2
cam2__YED__57991__20260411_210450_956497.jpg,cam2,YED,15.06,2
cam1__YCA__5709__20260411_210544_715894.jpg,cam1,YCA,13.06,2
cam2__YCA__5709__20260411_210544_930810.jpg,cam2,YCA,12.94,2
cam1__YED__57992__20260411_210633_801943.jpg,cam1,YED,14.94,2
cam2__YED__57992__20260411_210633_875105.jpg,cam2,YED,15.18,2
cam2__YED__26815__20260411_210729_860248.jpg,cam2,YED,15.18,2
cam1__YED__26815__20260411_210730_082644.jpg,cam1,YED,N/A,0
cam1__YCA__45178__20260411_210830_857079.jpg,cam1,YCA,13.06,2
cam2__YCA__45178__20260411_210829_095402.jpg,cam2,YCA,12.71,1
cam2__YED__26816__20260411_210947_192379.jpg,cam2,YED,15.06,2
cam1__YED__26816__20260411_210947_188233.jpg,cam1,YED,15.18,2
cam2__YED__57993__20260411_211042_151731.jpg,cam2,YED,15.06,2
cam1__YED__57993__20260411_211042_026288.jpg,cam1,YED,15.06,2
cam1__YED__26817__20260411_211143_318954.jpg,cam1,YED,15.06,2
cam2__YED__26817__20260411_211143_444211.jpg,cam2,YED,15.18,2
cam1__YCA__45179__20260411_211315_965780.jpg,cam1,YCA,13.18,2
cam2__YCA__45179__20260411_211315_669030.jpg,cam2,YCA,13.18,2
cam2__YED__26818__20260411_211404_928020.jpg,cam2,YED,15.06,2
cam1__YED__26818__20260411_211404_977381.jpg,cam1,YED,15.18,2
cam2__YED__57994__20260411_211459_115508.jpg,cam2,YED,15.18,2
cam1__YED__57994__20260411_211459_189255.jpg,cam1,YED,14.94,2
cam2__YCA__5710__20260411_211552_048665.jpg,cam2,YCA,12.94,2
cam2__YED__26819__20260411_211649_217150.jpg,cam2,YED,15.06,2
cam2__YED__57995__20260411_211744_372482.jpg,cam2,YED,15.18,2
cam1__YCA__5710__20260411_211551_895006.jpg,cam1,YCA,N/A,0
cam2__YCA__45180__20260411_211844_618486.jpg,cam2,YCA,12.94,2
cam2__YED__26820__20260411_211933_653205.jpg,cam2,YED,15.18,2
cam2__YCA__45181__20260411_212038_317435.jpg,cam2,YCA,12.94,2
cam1__YCA__45180__20260411_211844_903562.jpg,cam1,YCA,N/A,0
cam1__YED__26821__20260411_212129_627326.jpg,cam1,YED,14.71,1
cam2__YED__26821__20260411_212128_959637.jpg,cam2,YED,15.18,2
cam1__YED__57996__20260411_212226_544160.jpg,cam1,YED,15.18,2
cam2__YED__57996__20260411_212226_617336.jpg,cam2,YED,15.18,2
cam2__YED__26822__20260411_212320_187111.jpg,cam2,YED,15.18,2
cam1__YED__26822__20260411_212320_065732.jpg,cam1,YED,15.06,2
cam2__YCA__45182__20260411_212421_487249.jpg,cam2,YCA,12.94,2
cam1__YCA__45182__20260411_212421_413145.jpg,cam1,YCA,13.06,2
cam1__YED__26823__20260411_212512_940328.jpg,cam1,YED,15.06,2
cam2__YED__26823__20260411_212513_220669.jpg,cam2,YED,15.18,2
cam2__YCA__45183__20260411_212605_985674.jpg,cam2,YCA,12.71,1
cam1__YCA__45183__20260411_212605_964015.jpg,cam1,YCA,13.18,2
cam1__YED__26824__20260411_212657_268824.jpg,cam1,YED,15.18,2
cam2__YED__26824__20260411_212656_662573.jpg,cam2,YED,15.18,2
